
0,Virginia,entry?entryID=24376950,Team PayPay,100,240,320,260,320,240,320,41*,1700
1,Virginia,entry?entryID=20273129,espolo3372231 2,100,240,320,260,320,240,320,41*,1700
2,Virginia,entry?entryID=24376201,ESPNfan4477980578 7,100,240,320,260,320,240,320,41*,1700
3,Virginia,entry?entryID=33201061,Artlady ,100,320,320,260,320,240,240,41*,1700
4,Virginia,entry?entryID=32958475,Yeeticus,100,240,320,280,320,210,320,55*,1690
5,Virginia,entry?entryID=33933196,doublepJR. 1,100,240,320,260,320,230,320,55*,1690
6,Virginia,entry?entryID=25501102,ESPNFAN5401859498 11,100,280,320,260,320,190,320,55*,1690
7,Virginia,entry?entryID=33841698,Quinn Finch 4,100,280,320,220,320,230,320,55*,1690
8,Virginia,entry?entryID=21787436,Actual Bracket,100,280,320,260,320,270,240,55*,1690
9,Virginia,entry?entryID=36225524,Adam Schoening ,100,320,320,260,320,230,240,55*,1690
10,Virginia,entry?entryID=27325731,Dubs,100,200,320,280,320,250,320,55*,1690
11,Virginia,entry?entryID=24369556,Shenandoah Shining Moment,100,280,320,280,320,250,240,55*,1690
12,Virginia,entry?entryID=22517617,Mattykeng 1.0,100,320,320,200,320,210,320,55*,1690
13,Virginia,entry?entryID=35529309,JustinHenning,100,320,320,220,320,190,320,55*,1690
14,Virginia,entry?entryID=27115692,Jack787430 2,100,240,320,240,320,250,320,55*,1690
15,Virginia,entry?entryID=30593640,amitaicool 5,100,280,320,260,320,270,240,55*,1690
16,Virginia,entry?entryID=34263397,colece2100840 8,100,240,320,260,320,220,320,67*,1680
17,Virginia,entry?entryID=32146462,Tcroz005,100,280,320,280,320,240,240,67*,1680
18,Virginia,entry?entryID=33273306,advollmer@ 3,100,280,320,260,320,260,240,67*,1680
19,Virginia,entry?entryID=24405878,Michael destroyer35,100,240,320,280,320,280,240,67*,1680
20,Virginia,entry?entryID=31941341,bcrowl0721639 5,100,280,320,260,320,260,240,67*,1680
21,Virginia,entry?entryID=23625007,bibo,100,320,320,240,320,240,240,67*,1680
22,Virginia,entry?entryID=34309520,Frankie,100,320,320,260,320,220,240,67*,1680
23,Virginia,entry?entryID=35701680,Ikee555 6,100,240,320,240,320,240,320,67*,1680
24,Virginia,entry?entryID=30082501,Hoo Are Yoo,100,320,320,240,320,240,240,67*,1680
25,Virginia,entry?entryID=27771110,abelnur 6,100,280,320,300,320,220,240,67*,1680
26,Virginia,entry?entryID=21704545,Dom.F123 8,100,280,320,280,320,240,240,67*,1680
27,Virginia,entry?entryID=26034368,jamesmatthew77 16,100,280,320,280,320,240,240,67*,1680
28,Virginia,entry?entryID=35250746,Traitor,100,280,320,280,320,240,240,67*,1680
29,Virginia,entry?entryID=36049912,Miller0105159 1,100,280,320,240,320,190,320,80*,1670
30,Virginia,entry?entryID=27237886,Devinjackooooo,100,240,320,240,320,230,320,80*,1670
31,Virginia,entry?entryID=33163036,drewol4153302 17,100,320,320,260,320,210,240,80*,1670
32,Virginia,entry?entryID=34835540,altoonaG 17,100,240,320,240,320,230,320,80*,1670
33,Virginia,entry?entryID=23305274,no rhyme,100,240,320,240,320,230,320,80*,1670
34,Virginia,entry?entryID=34667643,finny24,100,280,320,280,320,230,240,80*,1670
35,Virginia,entry?entryID=31858599,mds7870 3,100,280,320,260,320,250,240,80*,1670
36,Virginia,entry?entryID=34776989,My Bracket ,100,240,320,200,320,270,320,80*,1670
37,Virginia,entry?entryID=22888216,Coby White’s Hair,100,280,320,280,320,230,240,80*,1670
38,Virginia,entry?entryID=23245840,13Andrew17 6,100,240,320,300,320,250,240,80*,1670
39,Virginia,entry?entryID=34772315,fultonbell1 23,100,240,320,200,320,270,320,80*,1670
40,Virginia,entry?entryID=31481662,espn65590837 1,100,320,320,260,320,210,240,80*,1670
41,Virginia,entry?entryID=31668031,luke 4,100,280,320,260,320,250,240,80*,1670
42,Virginia,entry?entryID=23796155,Charlie33516 3,100,320,320,220,320,250,240,80*,1670
43,Virginia,entry?entryID=30521785,Aberim13 22,100,280,320,260,320,250,240,80*,1670
44,Virginia,entry?entryID=23287830,DylanJones1,100,240,320,200,320,270,320,80*,1670
45,Virginia,entry?entryID=25221433,ESPNFAN4994527308 13,100,320,320,240,320,230,240,80*,1670
46,Virginia,entry?entryID=31917163,TRAE ROTY,100,320,320,240,320,230,240,80*,1670
47,Virginia,entry?entryID=26392803,@will.heilig,100,280,320,280,320,230,240,80*,1670
48,Virginia,entry?entryID=28663788,wasssssssssup,100,280,320,280,320,230,240,80*,1670
49,Virginia,entry?entryID=28557533,ESPNFAN2418275519 11,100,280,320,260,320,250,240,80*,1670
0,Virginia,entry?entryID=24376950,Team PayPay,100,240,320,260,320,240,320,41*,1700
1,Virginia,entry?entryID=20273129,espolo3372231 2,100,240,320,260,320,240,320,41*,1700
2,Virginia,entry?entryID=24376201,ESPNfan4477980578 7,100,240,320,260,320,240,320,41*,1700
3,Virginia,entry?entryID=33201061,Artlady ,100,320,320,260,320,240,240,41*,1700
4,Virginia,entry?entryID=32958475,Yeeticus,100,240,320,280,320,210,320,55*,1690
5,Virginia,entry?entryID=33933196,doublepJR. 1,100,240,320,260,320,230,320,55*,1690
6,Virginia,entry?entryID=25501102,ESPNFAN5401859498 11,100,280,320,260,320,190,320,55*,1690
7,Virginia,entry?entryID=33841698,Quinn Finch 4,100,280,320,220,320,230,320,55*,1690
8,Virginia,entry?entryID=21787436,Actual Bracket,100,280,320,260,320,270,240,55*,1690
9,Virginia,entry?entryID=36225524,Adam Schoening ,100,320,320,260,320,230,240,55*,1690
10,Virginia,entry?entryID=27325731,Dubs,100,200,320,280,320,250,320,55*,1690
11,Virginia,entry?entryID=24369556,Shenandoah Shining Moment,100,280,320,280,320,250,240,55*,1690
12,Virginia,entry?entryID=22517617,Mattykeng 1.0,100,320,320,200,320,210,320,55*,1690
